BarNoteClick,Message,Channel,Pitch,Velocity
0:0:0,PrCh,ch=5,p=60
0:0:0,Par,ch=5,c=7,v=127
0:0:0,Par,ch=5,c=10,v=66
0:0:0,Par,ch=5,c=11,v=101
0:0:0,Par,ch=5,c=91,v=127
16:0:0,On,ch=5,n=65,v=90
16:0:0,On,ch=5,n=52,v=90
16:0:0,Par,ch=5,c=7,v=89
16:3:0,On,ch=5,n=65,v=0
16:3:0,On,ch=5,n=71,v=90
16:3:0,Par,ch=5,c=7,v=94
17:0:0,On,ch=5,n=71,v=0
17:0:0,On,ch=5,n=52,v=0
17:0:0,On,ch=5,n=59,v=90
17:0:0,On,ch=5,n=71,v=90
17:0:0,Par,ch=5,c=7,v=109
17:0:6,Par,ch=5,c=7,v=108
17:0:13,Par,ch=5,c=7,v=107
17:0:16,Par,ch=5,c=7,v=106
17:0:23,Par,ch=5,c=7,v=105
17:0:26,Par,ch=5,c=7,v=104
17:0:33,Par,ch=5,c=7,v=103
17:0:40,Par,ch=5,c=7,v=102
17:0:43,Par,ch=5,c=7,v=101
17:0:50,Par,ch=5,c=7,v=100
17:0:53,Par,ch=5,c=7,v=99
17:1:0,Par,ch=5,c=7,v=98
17:1:6,Par,ch=5,c=7,v=97
17:1:10,Par,ch=5,c=7,v=96
17:1:16,Par,ch=5,c=7,v=95
17:1:20,Par,ch=5,c=7,v=94
17:1:26,Par,ch=5,c=7,v=93
17:1:33,Par,ch=5,c=7,v=92
17:1:36,Par,ch=5,c=7,v=91
17:1:43,Par,ch=5,c=7,v=90
17:1:46,Par,ch=5,c=7,v=89
17:1:53,Par,ch=5,c=7,v=88
17:2:0,Par,ch=5,c=7,v=87
17:2:3,Par,ch=5,c=7,v=86
17:2:10,Par,ch=5,c=7,v=85
17:2:13,Par,ch=5,c=7,v=84
17:2:20,Par,ch=5,c=7,v=83
17:2:26,Par,ch=5,c=7,v=82
17:2:30,Par,ch=5,c=7,v=81
17:2:36,Par,ch=5,c=7,v=80
17:2:40,Par,ch=5,c=7,v=79
17:2:46,Par,ch=5,c=7,v=78
17:2:53,Par,ch=5,c=7,v=77
17:2:56,Par,ch=5,c=7,v=76
17:3:3,Par,ch=5,c=7,v=75
17:3:6,Par,ch=5,c=7,v=74
17:3:13,Par,ch=5,c=7,v=73
17:3:20,Par,ch=5,c=7,v=72
17:3:23,Par,ch=5,c=7,v=71
17:3:30,Par,ch=5,c=7,v=70
17:3:33,Par,ch=5,c=7,v=69
17:3:40,Par,ch=5,c=7,v=68
17:3:46,Par,ch=5,c=7,v=67
17:3:50,Par,ch=5,c=7,v=66
17:3:56,Par,ch=5,c=7,v=65
17:4:0,On,ch=5,n=71,v=0
17:4:0,On,ch=5,n=59,v=0
17:4:0,Par,ch=5,c=7,v=64
20:0:0,On,ch=5,n=55,v=90
20:0:0,On,ch=5,n=67,v=90
20:0:0,Par,ch=5,c=7,v=85
20:0:10,Par,ch=5,c=7,v=86
20:0:16,Par,ch=5,c=7,v=87
20:0:26,Par,ch=5,c=7,v=88
20:0:33,Par,ch=5,c=7,v=89
20:0:43,Par,ch=5,c=7,v=90
20:0:50,Par,ch=5,c=7,v=91
20:1:0,Par,ch=5,c=7,v=92
20:1:6,Par,ch=5,c=7,v=93
20:1:16,Par,ch=5,c=7,v=94
20:1:23,Par,ch=5,c=7,v=95
20:1:30,Par,ch=5,c=7,v=96
20:1:40,Par,ch=5,c=7,v=97
20:1:46,Par,ch=5,c=7,v=98
20:1:56,Par,ch=5,c=7,v=99
20:2:3,Par,ch=5,c=7,v=100
20:2:13,Par,ch=5,c=7,v=101
20:2:20,Par,ch=5,c=7,v=102
20:2:30,Par,ch=5,c=7,v=103
20:2:36,Par,ch=5,c=7,v=104
20:2:46,Par,ch=5,c=7,v=105
20:2:53,Par,ch=5,c=7,v=106
20:3:0,Par,ch=5,c=7,v=107
20:3:10,Par,ch=5,c=7,v=106
20:3:16,Par,ch=5,c=7,v=105
20:3:23,Par,ch=5,c=7,v=104
20:3:30,Par,ch=5,c=7,v=103
20:3:40,Par,ch=5,c=7,v=102
20:3:46,Par,ch=5,c=7,v=101
20:3:53,Par,ch=5,c=7,v=100
20:4:0,Par,ch=5,c=7,v=99
20:4:10,Par,ch=5,c=7,v=98
20:4:16,Par,ch=5,c=7,v=97
20:4:23,Par,ch=5,c=7,v=96
20:4:30,Par,ch=5,c=7,v=95
20:4:40,Par,ch=5,c=7,v=94
20:4:46,Par,ch=5,c=7,v=93
20:4:53,Par,ch=5,c=7,v=92
20:5:0,Par,ch=5,c=7,v=91
20:5:10,Par,ch=5,c=7,v=90
20:5:16,Par,ch=5,c=7,v=89
20:5:23,Par,ch=5,c=7,v=88
20:5:30,Par,ch=5,c=7,v=87
20:5:40,Par,ch=5,c=7,v=86
20:5:46,Par,ch=5,c=7,v=85
20:5:53,Par,ch=5,c=7,v=84
21:0:0,On,ch=5,n=67,v=0
21:0:0,On,ch=5,n=55,v=0
21:0:0,Par,ch=5,c=7,v=83
24:2:0,On,ch=5,n=52,v=90
24:2:0,On,ch=5,n=64,v=90
24:2:0,Par,ch=5,c=7,v=109
25:0:0,On,ch=5,n=64,v=0
25:0:0,On,ch=5,n=52,v=0
25:0:0,On,ch=5,n=45,v=90
25:0:0,On,ch=5,n=57,v=90
25:0:0,Par,ch=5,c=7,v=64
25:1:0,On,ch=5,n=57,v=0
25:1:0,On,ch=5,n=45,v=0
29:0:0,On,ch=5,n=66,v=75
29:0:0,On,ch=5,n=51,v=80
29:0:0,Par,ch=5,c=7,v=109
29:0:16,Par,ch=5,c=7,v=108
29:0:30,Par,ch=5,c=7,v=107
29:0:43,Par,ch=5,c=7,v=106
29:1:0,Par,ch=5,c=7,v=105
29:1:13,Par,ch=5,c=7,v=104
29:1:26,Par,ch=5,c=7,v=103
29:1:43,Par,ch=5,c=7,v=102
29:1:56,Par,ch=5,c=7,v=101
29:2:10,Par,ch=5,c=7,v=100
29:2:26,Par,ch=5,c=7,v=99
29:2:40,Par,ch=5,c=7,v=98
29:2:53,Par,ch=5,c=7,v=97
29:3:10,Par,ch=5,c=7,v=96
29:3:23,Par,ch=5,c=7,v=95
29:3:36,Par,ch=5,c=7,v=94
29:3:53,Par,ch=5,c=7,v=93
29:4:6,Par,ch=5,c=7,v=92
29:4:20,Par,ch=5,c=7,v=91
29:4:36,Par,ch=5,c=7,v=90
29:4:50,Par,ch=5,c=7,v=89
29:5:3,Par,ch=5,c=7,v=88
29:5:20,Par,ch=5,c=7,v=87
29:5:33,Par,ch=5,c=7,v=86
29:5:46,Par,ch=5,c=7,v=85
30:0:0,On,ch=5,n=51,v=0
30:0:0,On,ch=5,n=66,v=0
30:0:0,Par,ch=5,c=7,v=84
31:0:0,On,ch=5,n=52,v=65
31:0:0,On,ch=5,n=67,v=75
31:0:0,Par,ch=5,c=7,v=109
31:0:16,Par,ch=5,c=7,v=108
31:0:30,Par,ch=5,c=7,v=107
31:0:43,Par,ch=5,c=7,v=106
31:1:0,Par,ch=5,c=7,v=105
31:1:13,Par,ch=5,c=7,v=104
31:1:26,Par,ch=5,c=7,v=103
31:1:43,Par,ch=5,c=7,v=102
31:1:56,Par,ch=5,c=7,v=101
31:2:10,Par,ch=5,c=7,v=100
31:2:26,Par,ch=5,c=7,v=99
31:2:40,Par,ch=5,c=7,v=98
31:2:53,Par,ch=5,c=7,v=97
31:3:10,Par,ch=5,c=7,v=96
31:3:23,Par,ch=5,c=7,v=95
31:3:36,Par,ch=5,c=7,v=94
31:3:53,Par,ch=5,c=7,v=93
31:4:6,Par,ch=5,c=7,v=92
31:4:20,Par,ch=5,c=7,v=91
31:4:36,Par,ch=5,c=7,v=90
31:4:50,Par,ch=5,c=7,v=89
31:5:3,Par,ch=5,c=7,v=88
31:5:20,Par,ch=5,c=7,v=87
31:5:33,Par,ch=5,c=7,v=86
31:5:46,Par,ch=5,c=7,v=85
32:0:0,On,ch=5,n=67,v=0
32:0:0,On,ch=5,n=52,v=0
32:0:0,Par,ch=5,c=7,v=84
35:0:0,On,ch=5,n=55,v=90
35:0:0,On,ch=5,n=67,v=90
35:0:0,Par,ch=5,c=7,v=84
35:0:10,Par,ch=5,c=7,v=85
35:0:20,Par,ch=5,c=7,v=86
35:0:30,Par,ch=5,c=7,v=87
35:0:36,Par,ch=5,c=7,v=88
35:0:46,Par,ch=5,c=7,v=89
35:0:56,Par,ch=5,c=7,v=90
35:1:3,Par,ch=5,c=7,v=91
35:1:13,Par,ch=5,c=7,v=92
35:1:23,Par,ch=5,c=7,v=93
35:1:30,Par,ch=5,c=7,v=94
35:1:40,Par,ch=5,c=7,v=95
35:1:50,Par,ch=5,c=7,v=96
35:2:0,Par,ch=5,c=7,v=97
35:2:6,Par,ch=5,c=7,v=98
35:2:16,Par,ch=5,c=7,v=99
35:2:26,Par,ch=5,c=7,v=100
35:2:33,Par,ch=5,c=7,v=101
35:2:43,Par,ch=5,c=7,v=102
35:2:53,Par,ch=5,c=7,v=103
35:3:0,Par,ch=5,c=7,v=104
35:4:0,Par,ch=5,c=7,v=104
35:4:13,Par,ch=5,c=7,v=103
35:4:26,Par,ch=5,c=7,v=102
35:4:40,Par,ch=5,c=7,v=101
35:4:50,Par,ch=5,c=7,v=100
35:5:0,On,ch=5,n=67,v=0
35:5:0,On,ch=5,n=55,v=0
35:5:0,On,ch=5,n=52,v=90
35:5:0,On,ch=5,n=64,v=90
35:5:3,Par,ch=5,c=7,v=99
35:5:16,Par,ch=5,c=7,v=98
35:5:30,Par,ch=5,c=7,v=97
35:5:40,Par,ch=5,c=7,v=96
35:5:53,Par,ch=5,c=7,v=95
36:0:0,On,ch=5,n=64,v=0
36:0:0,On,ch=5,n=52,v=0
36:0:0,On,ch=5,n=50,v=90
36:0:0,On,ch=5,n=62,v=90
36:0:6,Par,ch=5,c=7,v=94
36:0:20,Par,ch=5,c=7,v=93
36:0:30,Par,ch=5,c=7,v=92
36:0:43,Par,ch=5,c=7,v=91
36:0:56,Par,ch=5,c=7,v=90
36:1:10,Par,ch=5,c=7,v=89
36:1:20,Par,ch=5,c=7,v=88
36:1:33,Par,ch=5,c=7,v=87
36:1:46,Par,ch=5,c=7,v=86
36:2:0,Par,ch=5,c=7,v=85
36:2:10,Par,ch=5,c=7,v=84
36:2:23,Par,ch=5,c=7,v=83
36:2:30,On,ch=5,n=62,v=0
36:2:30,On,ch=5,n=50,v=0
36:2:36,Par,ch=5,c=7,v=82
36:2:50,Par,ch=5,c=7,v=81
36:3:0,Par,ch=5,c=7,v=80
41:3:0,On,ch=5,n=65,v=90
41:3:0,Par,ch=5,c=7,v=79
41:3:13,Par,ch=5,c=7,v=80
41:3:23,Par,ch=5,c=7,v=81
41:3:33,Par,ch=5,c=7,v=82
41:3:43,Par,ch=5,c=7,v=83
41:3:53,Par,ch=5,c=7,v=84
41:4:6,Par,ch=5,c=7,v=85
41:4:16,Par,ch=5,c=7,v=86
41:4:26,Par,ch=5,c=7,v=87
41:4:36,Par,ch=5,c=7,v=88
41:4:46,Par,ch=5,c=7,v=89
41:4:56,Par,ch=5,c=7,v=90
41:5:10,Par,ch=5,c=7,v=91
41:5:20,Par,ch=5,c=7,v=92
41:5:30,Par,ch=5,c=7,v=93
41:5:40,Par,ch=5,c=7,v=94
41:5:50,Par,ch=5,c=7,v=95
42:0:0,On,ch=5,n=65,v=0
42:0:0,On,ch=5,n=59,v=90
42:0:0,Par,ch=5,c=7,v=78
42:0:16,Par,ch=5,c=7,v=77
42:0:30,Par,ch=5,c=7,v=76
42:0:43,Par,ch=5,c=7,v=75
42:0:56,Par,ch=5,c=7,v=74
42:1:10,Par,ch=5,c=7,v=73
42:1:23,Par,ch=5,c=7,v=72
42:1:36,Par,ch=5,c=7,v=71
42:1:50,Par,ch=5,c=7,v=70
42:2:3,Par,ch=5,c=7,v=69
42:2:16,Par,ch=5,c=7,v=68
42:2:30,Par,ch=5,c=7,v=67
42:2:43,Par,ch=5,c=7,v=66
42:2:56,Par,ch=5,c=7,v=65
42:3:0,On,ch=5,n=59,v=0
42:3:10,Par,ch=5,c=7,v=64
42:3:23,Par,ch=5,c=7,v=63
42:3:36,Par,ch=5,c=7,v=62
42:3:50,Par,ch=5,c=7,v=61
42:4:3,Par,ch=5,c=7,v=60
47:0:0,On,ch=5,n=71,v=90
47:0:0,Par,ch=5,c=7,v=89
47:1:0,On,ch=5,n=71,v=0
47:1:0,On,ch=5,n=61,v=90
47:3:0,On,ch=5,n=61,v=0
47:3:0,On,ch=5,n=64,v=90
47:4:0,On,ch=5,n=64,v=0
47:4:0,On,ch=5,n=66,v=90
47:5:30,On,ch=5,n=66,v=0
47:5:30,On,ch=5,n=68,v=90
48:0:0,On,ch=5,n=68,v=0
48:0:0,On,ch=5,n=68,v=90
48:0:0,Par,ch=5,c=7,v=89
48:1:0,On,ch=5,n=68,v=0
48:1:0,On,ch=5,n=69,v=90
48:4:0,On,ch=5,n=69,v=0
48:4:0,On,ch=5,n=69,v=90
49:0:0,On,ch=5,n=57,v=90
49:0:0,Par,ch=5,c=7,v=99
50:0:0,On,ch=5,n=57,v=0
50:0:0,On,ch=5,n=69,v=0
50:0:0,On,ch=5,n=66,v=90
50:0:0,On,ch=5,n=54,v=90
50:0:0,Par,ch=5,c=7,v=85
50:3:0,On,ch=5,n=54,v=0
50:3:0,On,ch=5,n=66,v=0
50:3:0,On,ch=5,n=69,v=90
50:3:0,On,ch=5,n=57,v=90
51:0:0,On,ch=5,n=57,v=0
51:0:0,On,ch=5,n=69,v=0
51:0:0,On,ch=5,n=61,v=90
51:0:0,On,ch=5,n=73,v=90
51:0:0,Par,ch=5,c=7,v=99
52:0:0,On,ch=5,n=73,v=0
52:0:0,On,ch=5,n=61,v=0
52:0:0,On,ch=5,n=69,v=90
52:0:0,On,ch=5,n=57,v=90
52:0:0,Par,ch=5,c=7,v=100
53:3:0,On,ch=5,n=57,v=0
53:3:0,On,ch=5,n=69,v=0
53:3:0,On,ch=5,n=55,v=90
53:3:0,On,ch=5,n=67,v=90
53:3:0,Par,ch=5,c=7,v=86
54:0:0,On,ch=5,n=67,v=0
54:0:0,On,ch=5,n=55,v=0
54:0:0,On,ch=5,n=59,v=90
54:0:0,On,ch=5,n=71,v=90
54:0:0,Par,ch=5,c=7,v=90
54:3:0,On,ch=5,n=71,v=0
54:3:0,On,ch=5,n=59,v=0
54:3:0,On,ch=5,n=57,v=90
54:3:0,On,ch=5,n=69,v=90
54:3:0,Par,ch=5,c=7,v=93
54:5:0,On,ch=5,n=69,v=0
54:5:0,On,ch=5,n=57,v=0
54:5:0,On,ch=5,n=54,v=90
54:5:0,On,ch=5,n=66,v=90
54:5:0,Par,ch=5,c=7,v=97
55:0:0,On,ch=5,n=66,v=0
55:0:0,On,ch=5,n=54,v=0
55:0:0,On,ch=5,n=52,v=90
55:0:0,On,ch=5,n=64,v=90
55:0:0,Par,ch=5,c=7,v=99
57:0:0,On,ch=5,n=64,v=0
57:0:0,On,ch=5,n=52,v=0
57:0:0,On,ch=5,n=54,v=90
